weibo_id,weibo_text,keyword,user_gender,user_location,user_following,user_follower,weibo_like,weibo_repost,weibo_comment,weibo_date
IfrhWxUGl,南南的编曲一万个赞也不为过，怎么总有那么多新意，真的是长在我的音乐偏好上，无数次感慨真的什么类型都做得来。他从来不拿什么千篇一律的电音来感动粉丝，没有才华才是偶像的原罪。至于那些恶评，真是带着你们的田园女权观离开吧，毕竟不是听音乐的人。live等精灵站出现场视频我再转。我是真的太喜欢南南在不朽的所有作品了！！！ ,,女,其他,208,100,1,0,1,09/11/2019 19:23
ErU6JnsEu,近些年网络的兴起增加了一些词语的热度，女权与反女权，政治正确与反政治正确，还有同性恋与反同性恋等等，说明这些话题正在成为人们讨论和关注的焦点，也必将推进人类文明、道德伦理的进步。但不愿意见到的是，支持某种观点/立场往往成了一种站队，一种展示自己的姿态，于是相互攻诘，各执一词，相互胶着，不可调和。一种可见的趋势正在形成，即是为了立场而立场，可能是跟风站队，可能是抱团取暖，这才是真正可怕的，没有人再愿意听立场背后选择立场的原因，一旦一个观点出现，相应的反观点也将诞生，这种反观点的立场永远是：它们是错的。这不能算是一种理性的发声。“上纲上线”这种文革词汇竟然还能成为热词，是文革词汇进步性、前瞻性的体现，还是人民素质的倒退和理性的坍塌？听风即雨，为立场找依据，根本不好。那首歌到底是不是直男癌不重要，女权主义者跳出来说话也显得不那么必要，那样不理性的争论或许不该出现，有时候争论观点不重要，该反思人，反思自己。 ,性骚扰,男,其他,2006,2422,1,1,6,21/01/2017 23:51
FEvSZ1K3e,【女权V.S.性权：反对性骚扰妨碍了性自由吗？】今天的思想界，我们来关注反对性骚扰的“#MeToo”运动在中、美、欧三地的不同诉求和行动路径，同时，我们也试图通过国内学界的一些讨论，来厘清在性骚扰这一议题中，女权主张者和性权主张者之间的观点碰撞和张力。【思想界】女权V.S.性权：反对性骚扰妨碍了性自由吗？  ,女权,男,北京,858,9730571,33,25,9,15/01/2018 20:50
IDqOrkc5V,组装一早上终于把照片发出来了回家最开心的就是见到了以前的朋友坐在一起讲以前搞笑的事还有过期八卦高中最怀念的就是在8班和婷婷三日wf还有18班 和吴佩锤哥来来 虽然天天欺负我但是也是真的很好很好很好黄莹莹还是一如既往的吼看 我女票还是一如既往的温柔 吴佩嘛还是一样讨人厌希望查飞快点结束当兵 在部队可以开开心心Cue一下我的宝贝李慧钰 我真的太喜欢她了 我说我心情不好夸我就会让我开心 每天都在努力让我开心 又耿直又可爱 操还有很开心和小崔连续几晚聊八卦到早晨公鸡打鸣然后就是期待我的7月快点来到我要和婷婷涂涂一起去旅游快点开学也8错我也很想淑亭和徐哥 [组图共18张] 原图 ,,女,山东,130,197,36,0,25,15/04/2020 14:17
G72rM77aK,书的前半部分讲的是不同时代女权运动的领军人物的故事和贡献，后半部分细讲了近代社会对女性的迫害，相比前半部分，后面更能引起共鸣和思考，是本很有意义的入门书，看完对女权有了更深的理解，之前从不同的地方接受的思想有些偏，这个刚刚好可以纠正一些。未来有了足够的空间做书房时一定要收进去一本的。另外有个地方没明白是什么意思，放微博上记录一下。有很多想法，可是都很不成熟，等接触的书多了思想成熟些再记录它们吧。 [组图共2张] 原图 ,女权,女,黑龙江,1105,115,0,0,1,12/03/2018 15:57
G4UTE7iuh,【文在寅支持MeToo运动 指示严查严处...】#韩国时局#文在寅表示，相信经历了“烛光革命”的韩国政府将不负众望，从根本上制定对策，解决两性平等和女性人权问题...http://t.cn/RE5yKmW  原图 ,,男,海外,303,123516,9,1,2,26/02/2018 17:03
ICOe5dQpV,我一直特别讨厌田园女权的原因就是：每每看到这帮人，我脑海里就会浮现出惜春和尤氏争执的那段话。你说微博上这么多清清白白、涉世未深的女孩子，为什么要教这帮sb给带累坏了？！任何社会问题都有其复杂的结构、历史原因等，想要解决唯有从逻辑上抽丝剥茧，说服和扭转别人的想法，而不是仅凭立场搞单纯的性别对立就能解决的。就说星星这个事儿，南风窗那文章对鲍的细节都恨不得一一叙述，但对女孩儿妈妈把女儿送人就轻描淡写一笔带过，这难道不引起人质疑吗？正常智商的人都会质疑，凭什么质疑的就是要污名化女人、污名化受害者呢？正常的观点永远是站在尊重事实的基础上、敦促和监督法律公平公正的还当事人正义，这种道理和性别又有什么关系？微博上这些小姑娘，有多少是听到这些声音从而丧失了理智思考的能力、简单的把一切的不幸归咎于性别？这就心理健康了？！她们明明可以享受美好的爱情，可能会有苦楚、但也会有关怀，也会有美好的记忆，但是因为田园女权，她们用怀疑警惕的眼光审视周围；她们明明可以有健康、愉快的家庭生活，大多数平凡人也是可以快乐的，但是田园女权告诉她们这都是奴性....如果她们没有这么强的对立心态，她们会发现大部分和他们不站一队的人，不分男人、女人，都是正常人，都在努力的、阳光的生活。她们可能并不知道自己会失去什么，也不知道生活本来就是酸甜苦辣的，你独立、你结婚、你生儿育女、你专注事业都可以活得很精彩，而不是作为女性，只有一种可能性。借用别人一句话：中国如果没有那些伪女权、田园女权、或者八婆，真正的女权运动能快三十年。 ,厌女,女,北京,212,89406,49,10,9,11/04/2020 12:03
IwYe6aTZo,CC那条微博其实已经很留余地了，为什么还能踩到某些人的神经呢？一方面因为身为既得利益者不会有感同身受，另一方面其实女性处境的真实情况一般没人有兴趣去了解，其实有心去看一下家暴数据，各种女童保护机构的工作报告，最简单的可以去看论文了解别人已经总结整理好的数据。平时我也在嘲田园女权，但这和我对女性处境的担忧并不矛盾。微博上这类发言随手一翻就是大把，似乎已经没有第一次看到这类发言那么震惊了，只觉得可悲。个人的力量真的很小，上万个转发其实也只是毛毛雨，能让十个人学会尊重已经是天大的善事。在这点上真心很欣赏我男朋友，有和他一直走下去的心也是源于他对女性的真正的尊重，这才是值得彼此付出真心的亲密关系，感觉自己真的很幸运。 原图 ,女权,女,其他,120,534,3,0,6,04/03/2020 02:29
GFEuoqAPi,【MeToo运动烧到谷歌：包庇性骚扰女下属的Android之父】谷歌阳光开放的公司文化成为硅谷乃至全球科技公司的范本。然而，当MeToo运动烧到谷歌时，带出了谷歌不光彩的内幕。被誉为“Android之父”的安迪·鲁宾在2014年离职，目前有消息称，他是因为性骚扰女下属被谷歌解职。MeToo运动烧到谷歌：包庇性骚扰女下属的Android之父  [组图共3张] 原图 ,metoo,女,北京,2128,20165280,75,7,9,26/10/2018 07:18
GhEpKcyfq,#深焦欧洲影讯# 吕克• 贝松被控强奸一名和他合作过两次的年轻法国女演员。这一新闻最早是在Europe1报道，随后经Variety证实后，又掀起一波#MeToo运动的高潮。新闻公布还没有多久，艾莎• 阿基多就在戛纳上声明“在这里还有很多人需要对他们的行为负责，他们对待女性的方式不是电影行业应允的。”这位被吕克• 贝松强奸的女演员声称这场“暴力性侵犯”发生在5月10日周四，就在巴黎的某酒店和他会面之后。贝松否认了所有指控。吕克·贝松的主要作品有《这个杀手不太冷》《第五元素》，最新的作品是《星际特工：千星之城》。 原图 ,女权,男,海外,576,2960618,5,8,13,21/05/2018 11:00
H1LKAabPx,【过犹不及？MeToo可能给职场女性带来不利影响】#MeToo运动引起了一些连锁反应，一些人无法判断怎样才能保证职场“安全”，于是决定避免同女性合作或是与女性出差，又或者避免给女性一些好机会或是提拔女性。（阅读原文：http://t.cn/EAymlWZ）  ,女权,男,北京,429,795902,5,16,2,08/11/2018 23:00
IFUFa356C,那些喜欢李子柒的，请把她的作品叫田园小资，别扯上什么农村，叫你来农村住一住，三天你就要找妈妈阶级跨越这种事情，一代人跨一级就得了，为什么还要想着一步登天呢帝都zf的声明真是又当又立，田园女权都不会它这么低级的问题帝都教委也是有问题的，有机会我也要给它反映一波（反映解决不了问题的话再说） ,女权,男,河北,79,58,2,0,1,01/05/2020 21:57
Iy62SoTL3,#韦恩斯坦案法院文件公开# 哈维·韦恩斯坦：“詹妮弗·安妮斯顿应该被杀死。”在MeToo运动开始期间，哈维·韦恩斯坦曾于2017年10月发表关于詹妮弗·安妮斯顿的声明，来回应针对他的无数不端性行为的指控。而韦恩斯坦在得知美国《国家询问者》报纸打算报道他曾对安妮斯顿进行性侵犯时，变得恼羞成怒。法院文件显示，韦恩斯坦的发言人向他转发了《国家询问者》的电子邮件。公关公司锡特里克公司的高级主管萨莉·霍夫迈斯特写道：“不确定您是否看到过这个。詹妮弗·安妮斯顿”。《国家询问者》的电子邮件中写道：“詹妮弗向一位朋友透露，在拍摄2005年电影[越轨追击]时，韦恩斯坦紧紧抓住詹妮弗的臀部，对她进行性侵犯……多年来，他经常盯着詹妮弗的乳沟/乳房，嘴更是不停龌龊动着，令詹妮弗非常不舒服。”邮件中还写道：“我们还引用了詹妮弗非常亲近的一位消息人士的话，这位人士告诉《国家询问者》'哈维迷上了詹妮弗·安妮斯顿，他对她产生了深深的迷恋，并不断地谈论着她有多火辣。”而在霍夫迈斯特发送给韦恩斯坦邮件大约45分钟后，韦恩斯坦回复了霍夫迈斯特的邮件。他从iPhone上发来内容写道：“詹妮弗·安妮斯顿应该被杀死。”《国家询问者》从未公开过这些主张，安妮斯顿的代表也否认了这些内容。韦恩斯坦的代表也回绝了《好莱坞报道者》的询问。以上这些电子邮件内容包含在曼哈顿最高法院先前密封的文件中，这些邮件在定于美国时间本周三宣判的关于韦恩斯坦强奸一位发型师、并强迫《天桥骄子》的制作助理为其口交的案件之前被公开。  [组图共3张][图片] ,厌女,男,北京,526,14389122,244,44,29,11/03/2020 12:14
IFH448Ani,#郭涛#昨天已经被恶心坏了，今天又看到一堆这种评论，我只好来请他吃键盘了。“gt是个正直的人，他只是看不惯那些爱慕虚荣的年轻女孩子”“说实话有错吗，有的女人不就该打吗”“你们完整看过这本书吗，就在这瞎哔哔”“只是老一辈人在记录自己的人生经历，一群90后在这上蹿下跳，被营销号断章取义煽动来无脑黑”其一，我不否认是营销号在煽动，但是他活该被搞，我也很乐于被煽动，凭他怎么断章取义，能断取这样的章节，如果不是从小浸染在恶俗屌癌环境下的话，应该都会觉得恶心吧。就算只是整本书的一小部分，能折射出他的恶臭就足够了，你自己去读打女人的章节，是不是在沾沾自喜，传授经验？其二，有的人该打，跟性别没关系，但是也不能打，什么时候以暴制暴都可以拿上台面来理直气壮地讲了。况且人家女孩子到底怎么他了？你没情绪你是个木头？全世界都娇生惯养，就你钢铁一般？我呕。其实现在大部分孩子，无关性别，家庭比较幸福的或多或少都被宠过吧，这也不是什么罪过吧？愿意的话可以为了一个人，一件事，作出改变和让步，不愿意的话就一辈子做小王子小公主也完全OK，这不是你打人的理由。其三，爱慕虚荣的男性不多吗，这个标签就凭着你有屌想往哪贴就往哪贴？不是搞什么性别对立，只是通过性别置换才能看出这句话的荒谬，这是社会学的一种研究方法。女演员这三个字，随之而来的种种偏见，置换到男演员身上，如果你觉得没问题的话，OK那就不存在性别歧视问题。可是你看到这种置换就恼羞成怒开始指责人家田园女权，可大部分人其实不是真的了解什么女权不女权的，只是像一个正常人表达观点和情感而已，女权这个词倒被恶臭屌癌们用来当盾牌了其四，你是清朝移民，喜欢有传统美德的女性，OK的这没问题，每个人都可以有自己的偏好和选择。但你是一个公众人物，还没事写本书，对社会影响是很大的。而性别这个问题是被写进了我国的基本国策的，也就是说，官方并不鼓励和宣扬女性从夫论，允许存在但不鼓励宣传知道什么意思吗，你他妈还写本书你请您这边滚孔子要是知道被用来赞美自己的文字变成为了您的择偶标准，应该也会觉得很恶心。 ,女权,女,云南,100,111,15,0,3,30/04/2020 11:20
J4aMXqa6k,能上ins的姐妹可以去搜搜詹姆斯勒布朗的ins，看下最近热点事件下面白人民族主义（很多都是川粉）在怎么阴阳黑人，这种话术跟男权反女权时候真的很像。“这个黑人应该被杀，你们这时候怎么不提黑人黑帮杀多少黑人了”“这个警察没错，黑人威胁他了”“所以警察不能这样执法？”恶心+恐惧，我是真的怕了，不管是种族主义者还是男人至上主义者，这种xx至上都… ,女权,女,海外,1076,8771,4,0,7,29/05/2020 15:53
Gg3S43YWp,"今天老师提到intersectionality，旁边的partner和我说 她的intersectionality是gender和race。因为肤色她会感受到生活和工作中来自白人的discrimination，男生在他的家庭里有privilege去access higher level education。（原话）不知道为什么我选了#女权# 这一门课当做我的选修，我想相对于真正的维护者,有些#伪女权者# 只是用盾牌在逃避自己该有的责任，平白享受feminism带来的照顾。 #女权主义不是你想的那样# 原图 ",厌女,男,北京,495,272,1,0,4,11/05/2018 00:07
IxIVVsf8B,客观是不可能客观的，我对什么人什么事不双标。说白了举例我在古早梦女时期，天天挑小樱的刺，现在想来很多是她的错吗？可能是我厌女还没察觉。说错话讨人嫌可能是有，但她修炼不努力吗？暗恋冰山酷哥小男生有问题吗？小学女生为了块有香味的橡皮送她不送我吵起来都能绝交，暗恋就是上学以外头等大事，说气话要绝交，有那么黑吗？真没必要。要说她不了解状况还自以为是痴缠烦人，确实烦人，但青春期不论男女，谁没吼过家长不理解自己，谁没做过点甚至都不敢写进日记的亏心小事呢？包括她要跟着阿佐逃村，是蠢事，但假若换了鸣鸣来做呢？我自问可能还挺感动的，会觉得鸣鸣讲义气。总求纳去把人带回来，是软弱，是强人所难，但她就是个背景平平无奇的普通女生啊，她倒是想亲自去，但去了只怕又添更多麻烦，何况她还有家人，很多事情真豁出去了，又要骂白眼狼不忠不孝了。跟纳假告白，考虑是不周全，方法是不对，该被教育，但出发点是保护纳，不想让他再受那么多威胁生命的伤冒那么多险，有那么招骂？我也骂了，现在想起来心里挺虚。唉...屁股坐歪脑袋就不可能摆正，我也不过是个双标狗罢辽。 ,女权,男,其他,639,546,2,0,2,09/03/2020 01:23
It8Th9NzS,#深焦北美影讯# 近期研究显示绝大多数电影评论家都是白人男性——多个电影节承诺支持媒体人多样性有六个电影/电视节已承诺将一定的新闻采访资格分配给媒体界的少数群体，包括妇女、有色人种、残疾人和LGTBQ人士、非二元和跨性别人士。在Time’s Up基金会的努力下，即将开展的雅典电影节、西南偏南文化节、本顿维尔电影节、翠贝卡电影节、ATX电视节和多伦多国际电影节都做出了“  CRITICAL承诺”:丰富评论家和娱乐记者的多样性。 Time’s Up基金会是2018年#MeToo运动中由好莱坞名人创立的。该基金会委托南加州大学传播学院智囊团统计研究电影评论家的数据。根据2018年的研究，绝大多数电影评论家都是白人男性。 尽管近年来娱乐公司和新闻出版物对此类问题的认识已经越来越深刻，但许多备受关注的活动仍因迎合白人男性遭到批评，或由于多元化的问题而备受抨击。（编译：<username> ） 原图 ,,男,海外,576,2960564,22,7,6,07/02/2020 22:17
IFBwf1F61,权利，利在权后。中国人为什么从春秋战国以后就明显落后西方世界——就是因为中国人为了一张臭脸，为了面子活着，胡搅蛮缠，强词夺理。女人为什么要挣女权，就是因为权的后面是利益。你见过获得权以后，不会获得利益吗。故意把所谓的女权，还要强行拆解为【女权】，【女利】两个概念，纯粹是偷梁换柱，自欺欺人。中华田园女权，实质就是为了争取权利，实质就是为了谋利。单纯的富豪买瘦马，老鸨卖女儿，清倌人找恩客，最后分利不均谈崩了。谈什么女权，谈女权实质就是为了谋利。 ,女权,男,北京,906,10614,59,2,7,29/04/2020 21:13
Fkfxqohn1,朋友圈里热传的那篇说许知远调戏俞飞鸿的10万+文章，不过又是一个咪蒙体而已。如果认真看过那期访谈的完整版，就会知道并非文章说的那样。猥琐老男人确实不少，但许知远显然不是。现在这种迎合伪女权或者中华田园女权的文章很有市场。说实话，朋友圈10万加文章里大多是糟粕，容易越看越傻，要警惕。  ,,男,海外,695,111225,12,3,1,04/09/2017 14:26
J4WWq5psu,我觉得女权运动是要为女性争取幸福的，是让每个女性都拥有 追求自己想要的幸福而不是他人口中的幸福 的权力。结婚也好，单身也好，想要宝宝也好，不想要宝宝也好，喜欢同性也好，喜欢异性也好，女性只要有 能达到她们心里想要的幸福的自由和权力的途径，从而最终获得人生的幸福，女权就是有作用的，就达到了自己的根本目的。总之希望大家都能得到幸福和快乐。 原图 ,女权,女,四川,923,653,5,0,2,03/06/2020 18:28
J3AShfqkk,世界上除了受妈还有比秀芬更讨人厌的存在吗？自己是个女的结果对中年女人恶意这么大，刘雨/昕长发不好看就不好看吧，非得像抓着别人把柄一样，说人家像马冬梅，马冬梅长得也不丑啊，而且为人坚强善良宽容，怎么到你们嘴里就跟什么似的。你们秀芬是活不到中年了是不是？  ,女权,女,其他,127,1,0,0,1,25/05/2020 20:28
J4Lpnpa1l,全世界都在开倒车，欧洲稍微好一点，或许是因为他们真正经历了启蒙运动，有文化蕴养。大多数国家都有数千年的压制女性权力的传统文化，对近几十年的女权成果进行反扑，一点也不奇怪。不过美国退的程度还是蛮骇人听闻的，一夫多妻和童婚都可以通过了，连政治正确都懒得做了  ,"厌女,女权",女,其他,56,7,1,0,1,02/06/2020 13:07
FsFZWAz6V,实在忍不住，还是周杰伦演唱会上那事~我可以毫不客气的说，平时标榜女权的女同胞在这事又说酷都是伪~从来不信对同性无爱无尊重的会是女权，很简单~男人的现任也是女的，为什么没有女同胞为她想~都说大家是第一次做人，凭什么让？她为什么就得让被说~都是酷的小仙女，她就不能是~都要结婚了活该被diss，因为男人眼瞎才选了她？还有一群人还是女同胞叫好，凭什么呀？她做错了什么？前任是女的，她就不是？她是男人眼瞎才看上的？我擦，越想越气了~说我上纲上线也好，就这样吧~大道理说得再冠冕堂皇，也不如小细节暴露本心。就跟我说我是丁墨黑一样，很简单，作为一个女同胞写文，上床老强调女主是第一次。有个小姑娘说根本没注意这，可我会注意啊，并且觉得这是无法忍黑点，因为直接暴露了她对女性的看法，就这么简单。扯远了，反正以后遇到前任骚扰现任一对的，就喊酷吧，不喊按照这事的逻辑就是怂包 ,女权,女,四川,1335,2097,1,0,6,30/10/2017 00:31
H1wdJEHSU,More women running in US midterm elections amid #MeToo movement   http://t.cn/EwDTXtx http://t.cn/hgCXn7  ,女权,男,海外,139,471541,4,1,2,07/11/2018 07:27
J6IqogiOW,……有“只吃bl不吃bg的人就是厌女”这种想法的人还是双了我吧  ,女权,女,其他,330,320,5,1,3,15/06/2020 09:12
IyeHrsZSl,【好莱坞大亨#韦恩斯坦被判刑23年# 超90名女性曾控其性犯罪】3月11日，美国好莱坞制片人韦恩斯坦被判入狱23年，纽约最高法院法官宣布，他将正式注册为性犯罪者。现年67岁的韦恩斯坦被指控于2006年对原告强行发生性行为，并于2013年在一旅馆内对另一名女子进行强奸。2017年，韦恩斯坦行径被媒体报道，引发好莱坞MeToo运动。<username> http://t.cn/A6zG1gwo  ,,男,北京,3245,56437500,98,19,30,12/03/2020 10:16
HwVmVfEqS,笑死，cherry官博为了证明自己不性别歧视发了个抽奖只给女生抽化妆品。游戏只送男生，化妆品只送女生，这本身就是最低级的刻板印象。以及，很多男性用户在下面跳脚说他们也没跑到只给女生抽化妆品的博主下面说性别歧视。拜托，你们自己不主张权利就不允许别人主张了吗？如果一个企业官博(不包括个人博主)真的这样做，你们作为消费者觉得冒犯了自己，当然可以提出来，这也是男权社会所谓男性气质带来的歧视。关键是你们有多少人一边嘲笑化妆的男性“娘”一边又说自己受到歧视？上网知道了个“田园女权”和“女👊”就到处嚷嚷，真是乌鸡鲅鱼。 ,厌女,女,其他,322,200,1,0,1,01/06/2019 20:28
GnK0xyyYq,#队列之末# END。没有之前想的那么虐。旧时地主贵族，一战，情人和妻子种种元素穿插在一起，试图理清一些头绪但是发现整部剧大概是被压缩的太多而导致有些片段让我觉得很有剥离感，所以我只能紧紧抓住感情这一条线了。毫无疑问Sylvia 和Valentine是两个都充满了魅力的女性。--Sylvia 的脾性是天性顽劣但是她确实也是真心索求着丈夫能对她的爱有所回应，她对他的欺负或者说心理上的折磨大也是她自己的自残。到最后她对Christopher说“看看你把我变成了什么样” 这一句真是心疼她，丈夫对她的“大度”和“宽容”仿佛把她关入了冰窖，她只能不断点燃自己，点燃身边触手可及的一切，唯恐天下不乱一样，她只是想在冰窖中取暖~~--Valentine作为年轻的女权运动家，那么活泼可爱开明，她对Christopher来讲就是乌云压顶的天空中投下的一缕阳光，提醒他总有天光总有温暖，一战中让这位老派绅士在泥泞残酷的战壕中生存下来的就是那些曾经与小V相处的片段，那个心爱的姑娘。她等着他，下定决心做他的情人，勇敢又温柔~~当庄园内的大树被砍下，战争结束，旧时代就算阴魂不散，也愿能奔向爱人拥抱他~~PS：床戏非常唯美哈哈哈，很BBC风格的配乐也是相当喜欢了~~ [组图共9张] 原图 ,性骚扰,女,浙江,593,6758,1,0,2,30/06/2018 12:16
J6COOouwB,维权，需要我本位这种思考，还要有点“轴”有点“硬”有点直线思维。对方发现你软硬不吃，只能来适应你。我一直都在说中国社会本质文化是多一事不如少一事，欺软怕硬，按闹分配。因为如果太顺应形式读空气，大环境就厌女，你能怎样，跟着一起厌女呗。我觉得女权区这帮人有一丢丢最后的希望的意思，所以必须保留这种轴这种硬这种直线思维软硬不吃，不开心就闹，然后最好能因此过得舒服过得爽，过成榜样和模板。自然就会有人来模仿，慢慢人数就会多起来，变成主流。 ,性骚扰,女,海外,500,2322,61,17,7,14/06/2020 18:55
I7EwsFd13,一个买假货的人，和一个造假货的人，很多人觉得前者是后者的受害者，其实恰恰相反，前者是后者的帮凶，如果你不买假货，造假者就无利可图，造假这事就干不下去，恰恰是买假货的人给了造假者生存的机会，给了造假者利润。买假货的人用自己的真金白银支持了造假人的假货事业。如果不是这些买假货的人慷慨解囊，假货早已经销声匿迹了。再比如说，台湾综艺节目的嘉宾时常爆出各种奇葩言论，也是因为台湾的观众就好这口，如果这些嘉宾只说真话、事实，那肯定弱会观众们失望，收视率会大大降低。正是因为在台湾存在大批的低智、封闭、狭隘的观众，才导致各种奇葩言论有市场。微博上和其他社交媒体上存在很多垃圾自媒体账号、公知账号、伪女权账号，也是同样的道理，是因为太多脑残支持了这些辣鸡账号发展壮大，是他们对鸡汤的渴望、神话的痴迷成就了这些辣鸡自媒体。如果没有人看这些辣鸡内容，他们能在今天作恶吗？所以，只要这个社会还有傻瓜存在，这些假货、奇葩言论、公知群体就会一直存在，我们的任务是首先要消灭傻瓜。 ,女权,男,广东,157,108602,13,3,5,19/09/2019 14:22
IzQri548j,"降热限流常规操作了#N号房间#再看一遍Unbelievable，就是路还很长啊，怎么样才是真正的平等和尊重。在呼吁更多男性关注平权get involved，认识到熟视无睹也是一种伤害，NO means NO的同时，也要改变女性body shame、性特征羞耻、以及对其他女性的恶意揣测和评价，停止荡妇羞辱，就连我自己有时也会有厌女，从自己做起吧，去影响身边的人，希望我以后为了自己和别人可以去拒绝去离开去抗争，希望我们都可以拥有穿衣自由，身高力气大小爱不爱哭化不化妆的自由。对那些屌癌精脑们，FUCK YOU, DOWN TO THE HELL! ",性骚扰,女,江苏,494,153,11,0,2,23/03/2020 00:10
J1UBluZD5,我感觉我现在想通了诶，之前看微博好多蛆的发言我都要被气出内伤，但是想想他们中99%的人这辈子也不会跟我有任何交集呀，不管男女都是的。所以不用给自己身边的人一个可怕的预设，虽然我们也料不定谁是怎么样的人但是也duck不必预设所有人都是厌女强奸犯或者田园女权男权附庸以及的确是越往上走遇到低素质的人的可能性越小，不仅是金钱阶级什么的，还包括自己的眼界和认知有关的一切。 ,女权,女,海外,56,70,1,0,5,14/05/2020 19:00
J67TLrF5R,欢迎田园女权们来打拳哈哈哈哈哈哈哈哈哈  原图 ,女权,男,江苏,699,3147,4,0,4,11/06/2020 12:12
Hlzf0vrKn,似乎需要反思一下了呢。。。这一年刷微博成功把自己刷成了伪女权人士。。。但说到底这跟我个人的判断有什么关系呢（特别是刷了一晚上所谓白右学者的视频感觉更加动摇了）从什么时候开始，有些东西开始变成不能质疑也不能思考的呢？女权里有多少 是在赶时髦呢？所谓女权的尴尬境地和现实生活中真实的性别歧视有什么关系呢。。。 ,女权,女,北京,888,41,0,0,4,19/03/2019 03:55
HxCwt8hdt,我再也不想在微博首页上看到女权两个字。我就是无法忍受有人了解不到女权到底意味着什么还他妈出来瞎跳脚。全身上下尤其是大脑都他妈粉碎性骨折了就剩下一张嘴皮子利索。这他妈跟一个中风偏瘫患者躺病床上嘴角抽抽着喊我要杀你全家有什么区别？毫无威慑力。骂你田园女权就是因为你丫只会喷动不了人家现实生活中的蛋糕，问题是你会喷人家也会喷，两边都喷的热火朝天的实际上对现实生活的影响微乎其微，两千多年前地球怎么转，现在还怎么转。我就觉得荒诞无比。我也是吃饱了撑的钻牛角尖跟这些人置气。 ,女权,女,山东,649,461,4,0,2,06/06/2019 10:20
J6lhMzh5g,来，我来捋一捋网上看到的各种情况。喜欢男星的话：支持父权资本。慕男（这是说得比较好听的）。渴求男性认同（？），厌女……喜欢中性化的女星的话：对男性特征的追求。对女性特征的否定。本质厌女……喜欢甜美可爱柔美……（所谓传统上的主流上的女性化吧就说）风格的女星：男性凝视。迎合男权，对女性的束缚……转了一圈，发现不知道该怎么办了。发现卧槽被这些人搞的，喜欢女的都不知道该喜欢啥样的了。行了，我不喜欢人类了行不行？ ,厌女,女,北京,17,2,0,0,2,12/06/2020 22:17
FrQPvgdM3,#honeyrapper宋旻浩# Star News文章：Tablo：“歌曲No Thanxxx中宋旻浩的歌词表现出厌女症吗？”没有这个意图”（采访）Epik High的Tablo亲自就围绕中No Thanxxx宋旻浩的歌词部分可能存在厌女症争议的相关问题发表了评论。详情见图👇🏻blo叔发声了英翻来源：softboimino中文渣翻：charlotteCC [组图共4张] 原图 ,厌女,女,其他,57,3459,64,32,2,24/10/2017 14:15
FARsyd9ta,前段时间我被一人追着问为什么女权反对打小三。反复解释未果，反被各种扣帽子鄙视。我只能中断交流，拉黑处理。结果她连开两个小号问我干嘛拉黑她。今天又被一个这种牛皮癣缠上了。说了与你无关，还反复纠缠at，这些人就不能长个脑子吗，拉黑你还需要解释？我是抖M吗，是不是还要恭恭敬敬的给你请出来，洗耳恭听你的叫骂声。可拉倒吧。乖乖在黑名单里呆着吧。 ,女权,女,安徽,985,18623,20,0,2,22/12/2017 20:24
FcXMq5l5P,现在微博很重的劣气吖只要在评论里有提到女权的，就女权婊女权婊的骂说到男女平等就嚷嚷着婊只要在评论里说国家一点好的，就肯定是小粉红红卫兵。不可以反驳不可以提出不同的意见不可以粉丝在评论里解释，否则就是脑残粉水军。难道就任由你们抹黑自己的偶像吗？  原图 ,女权,女,山西,232,444,5,0,2,18/07/2017 16:22
J5CCypLQ5,#女权#由于思想的开扩，我认识到一些东西：母权社会=父权社会=男权主义=女权主义=男女不平等=倾权主义，男性运动=妇女运动=男性权益=女性权益=男女平等=平权主义。  ,女权,女,浙江,61,3,0,0,2,08/06/2020 04:35
IASqDB1eW,#n号房#  以前看这些新闻还真的做不到感同身受，今天就他妈绝了，正常上下班，二十几分钟路程也能遇上性骚扰。一路上回想越来越气，真恨不得有把刀让我捅死他，就算一命陪一命也想让他死！对于女权之类的，一直是觉得“我不是极端主义者，但我佩服她们”，真是没有他们，这个世界不知道要烂成什么样！强奸之类的判刑都是那么轻飘飘的，还不谈女性受到的其他伤害！有一些后怕，更多的是愤怒！有的人可能不配为人！也没有妈教吧！ ,女权,女,其他,133,124,2,0,5,29/03/2020 19:05
